date,country,cpi
2005-04-01,Canada,85.8106
2005-04-01,France,89.58766999999999
2005-04-01,Germany,88.48804
2005-04-01,Japan,101.0523
2005-04-01,New Zealand,83.03119000000001
2005-04-01,South Korea,79.96213
2005-04-01,Sweden,91.97362
2005-04-01,United Kingdom,82.9
2005-04-01,United States,82.80214000000001
2005-07-01,Australia,78.46561
2005-07-01,Canada,85.9882
2005-07-01,France,89.68755
2005-07-01,Germany,88.78517
2005-07-01,Japan,100.9229
2005-07-01,New Zealand,83.63602
2005-07-01,South Korea,80.06863
2005-07-01,Sweden,91.53798
2005-07-01,United Kingdom,83.2
2005-07-01,United States,82.91212
2005-10-01,Australia,78.66727
2005-10-01,Canada,86.44936
2005-10-01,France,89.88747
2005-10-01,Germany,88.98405
2005-10-01,Japan,100.8324
2005-10-01,New Zealand,84.38699
2005-10-01,South Korea,80.22837
2005-10-01,Sweden,92.38133
2005-10-01,United Kingdom,83.6
2005-10-01,United States,83.40704000000001
2006-01-01,Australia,79.16382
2006-01-01,Canada,86.50166
2006-01-01,France,89.95708
2006-01-01,Germany,88.95749
2006-01-01,Japan,100.1443
2006-01-01,New Zealand,84.62233
2006-01-01,South Korea,80.867
2006-01-01,Sweden,91.80606
2006-01-01,United Kingdom,83.6
2006-01-01,United States,84.01193
2006-04-01,Australia,79.56989
2006-04-01,Canada,86.85931
2006-04-01,France,90.59326
2006-04-01,Germany,89.06515999999999
2006-04-01,Japan,100.6416
2006-04-01,New Zealand,85.53888
2006-04-01,South Korea,81.53349
2006-04-01,Sweden,92.56787
2006-04-01,United Kingdom,84.3
2006-04-01,United States,84.83679000000001
2006-07-01,Australia,80.1002
2006-07-01,Canada,86.99899
2006-07-01,France,90.74084
2006-07-01,Germany,89.4112
2006-07-01,Japan,100.5883
2006-07-01,New Zealand,85.93509
2006-07-01,South Korea,81.77399
2006-07-01,Sweden,92.51984
2006-07-01,United Kingdom,84.5
2006-07-01,United States,85.24922
2006-10-01,Australia,80.55790999999999
2006-10-01,Canada,87.78973
2006-10-01,France,91.02431
2006-10-01,Germany,89.81127
2006-10-01,Japan,100.6709
2006-10-01,New Zealand,86.28074000000001
2006-10-01,South Korea,82.0145
2006-10-01,Sweden,93.37995
2006-10-01,United Kingdom,85.2
2006-10-01,United States,85.60665999999999
2007-01-01,Australia,80.9621
2007-01-01,Canada,88.09988
2007-01-01,France,91.15713
2007-01-01,Germany,90.35304
2007-01-01,Japan,99.89877
2007-01-01,New Zealand,86.58962
2007-01-01,South Korea,82.84039
2007-01-01,Sweden,93.52405
2007-01-01,United Kingdom,85.2
2007-01-01,United States,86.20385999999999
2007-04-01,Australia,81.54135
2007-04-01,Canada,88.70007
2007-04-01,France,91.86909
2007-04-01,Germany,90.81969
2007-04-01,Japan,100.4277
2007-04-01,New Zealand,87.02447
2007-04-01,South Korea,83.61301999999999
2007-04-01,Sweden,94.68575
2007-04-01,United Kingdom,86.0
2007-04-01,United States,86.7616
2007-07-01,Australia,82.04433
2007-07-01,Canada,89.14243
2007-07-01,France,92.09556
2007-07-01,Germany,91.26609
2007-07-01,Japan,100.3647
2007-07-01,New Zealand,87.17085
2007-07-01,South Korea,83.85316999999999
2007-07-01,Sweden,95.07895
2007-07-01,United Kingdom,86.2
2007-07-01,United States,87.09071999999999
2007-10-01,Australia,82.68079
2007-10-01,Canada,89.30872
2007-10-01,France,92.51711
2007-10-01,Germany,91.58627
2007-10-01,Japan,100.5228
2007-10-01,New Zealand,87.77563
2007-10-01,South Korea,84.14587
2007-10-01,Sweden,96.45512
2007-10-01,United Kingdom,86.7
2007-10-01,United States,87.58756
2008-01-01,Australia,83.35755999999999
2008-01-01,Canada,89.06136
2008-01-01,France,92.62994
2008-01-01,Germany,91.77309
2008-01-01,Japan,100.0192
2008-01-01,New Zealand,87.90878000000001
2008-01-01,South Korea,85.21225
2008-01-01,Sweden,95.66873
2008-01-01,United Kingdom,86.6
2008-01-01,United States,88.24209
2008-04-01,Australia,84.55059
2008-04-01,Canada,89.49345
2008-04-01,France,93.36407
2008-04-01,Germany,91.91154
2008-04-01,Japan,100.5044
2008-04-01,New Zealand,88.29697
2008-04-01,South Korea,86.38443000000001
2008-04-01,Sweden,96.9198
2008-04-01,United Kingdom,87.6
2008-04-01,United States,88.78126999999999
2008-07-01,Australia,85.38309
2008-07-01,Canada,89.80244
2008-07-01,France,93.48774
2008-07-01,Germany,92.53033
2008-07-01,Japan,100.7775
2008-07-01,New Zealand,88.94957
2008-07-01,South Korea,87.10486999999999
2008-07-01,Sweden,97.21023
2008-07-01,United Kingdom,88.1
2008-07-01,United States,89.27495
2008-10-01,Australia,85.72025
2008-10-01,Canada,90.67712
2008-10-01,France,93.83607
2008-10-01,Germany,92.76291
2008-10-01,Japan,100.7812
2008-10-01,New Zealand,89.96261
2008-10-01,South Korea,87.71777
2008-10-01,Sweden,97.81566
2008-10-01,United Kingdom,88.4
2008-10-01,United States,89.33406
2009-01-01,Australia,85.80672
2009-01-01,Canada,90.69774
2009-01-01,France,93.97172
2009-01-01,Germany,92.89651
2009-01-01,Japan,99.86761
2009-01-01,New Zealand,90.22442
2009-01-01,South Korea,88.43751
2009-01-01,Sweden,95.7715
2009-01-01,United Kingdom,88.2
2009-01-01,United States,89.77811
2009-04-01,Australia,86.35313000000001
2009-04-01,Canada,91.31539
2009-04-01,France,94.6966
2009-04-01,Germany,93.13184
2009-04-01,Japan,100.0357
2009-04-01,New Zealand,90.45557
2009-04-01,South Korea,89.0236
2009-04-01,Sweden,95.81618
2009-04-01,United Kingdom,89.1
2009-04-01,United States,90.39827
2009-07-01,Australia,87.12955
2009-07-01,Canada,91.38613
2009-07-01,France,94.74125
2009-07-01,Germany,93.60461
2009-07-01,Japan,99.7604
2009-07-01,New Zealand,91.48996
2009-07-01,South Korea,89.42349
2009-07-01,Sweden,95.7715
2009-07-01,United Kingdom,89.5
2009-07-01,United States,90.60847
2009-10-01,Australia,87.5617
2009-10-01,Canada,91.6945
2009-10-01,France,94.83323
2009-10-01,Germany,93.73717
2009-10-01,Japan,99.58772
2009-10-01,New Zealand,91.91357
2009-10-01,South Korea,89.76943
2009-10-01,Sweden,96.56459
2009-10-01,United Kingdom,89.8
2009-10-01,United States,90.89126
2010-01-01,Australia,88.06571
2010-01-01,Canada,91.83302
2010-01-01,France,94.95556
2010-01-01,Germany,93.56934
2010-01-01,Japan,99.03804
2010-01-01,New Zealand,91.61567
2010-01-01,South Korea,90.30087
2010-01-01,Sweden,95.4498
2010-01-01,United Kingdom,89.9
2010-01-01,United States,90.97471
2010-04-01,Australia,88.75435999999999
2010-04-01,Canada,92.30697
2010-04-01,France,95.45934
2010-04-01,Germany,93.71518
2010-04-01,Japan,98.72858
2010-04-01,New Zealand,91.90196
2010-04-01,South Korea,90.60378
2010-04-01,Sweden,96.26858
2010-04-01,United Kingdom,90.8
2010-04-01,United States,91.23275
2010-07-01,Australia,89.72064
2010-07-01,Canada,92.67249
2010-07-01,France,95.55788
2010-07-01,Germany,94.16226
2010-07-01,Japan,98.20272
2010-07-01,New Zealand,92.67719
2010-07-01,South Korea,91.05869
2010-07-01,Sweden,96.49757
2010-07-01,United Kingdom,91.1
2010-07-01,United States,91.38287
2010-10-01,Australia,89.65695
2010-10-01,Canada,93.15589
2010-10-01,France,95.68238
2010-10-01,Germany,94.23632
2010-10-01,Japan,98.43234
2010-10-01,New Zealand,94.58075
2010-10-01,South Korea,91.27028
2010-10-01,Sweden,97.67156
2010-10-01,United Kingdom,91.7
2010-10-01,United States,91.55266
2011-01-01,Australia,90.10097
2011-01-01,Canada,93.22601
2011-01-01,France,95.72421
2011-01-01,Germany,94.26198
2011-01-01,Japan,97.8244
2011-01-01,New Zealand,94.53026
2011-01-01,South Korea,92.23898
2011-01-01,Sweden,97.87486
2011-01-01,United Kingdom,92.3
2011-01-01,United States,91.95506
2011-04-01,Australia,90.73672
2011-04-01,Canada,93.64217
2011-04-01,France,96.59303
2011-04-01,Germany,94.55669
2011-04-01,Japan,97.90133
2011-04-01,New Zealand,95.0256
2011-04-01,South Korea,93.02573
2011-04-01,Sweden,99.28902
2011-04-01,United Kingdom,93.3
2011-04-01,United States,92.59638
2011-07-01,Australia,91.35447
2011-07-01,Canada,93.89622
2011-07-01,France,96.51717
2011-07-01,Germany,95.04846
2011-07-01,Japan,97.77164
2011-07-01,New Zealand,95.56061
2011-07-01,South Korea,93.54058
2011-07-01,Sweden,99.65875
2011-07-01,United Kingdom,93.7
2011-07-01,United States,93.11659
2011-10-01,Australia,91.67447
2011-10-01,Canada,94.50434
2011-10-01,France,97.01534
2011-10-01,Germany,95.21152
2011-10-01,Japan,97.45525
2011-10-01,New Zealand,95.59558
2011-10-01,South Korea,93.72184
2011-10-01,Sweden,100.6764
2011-10-01,United Kingdom,94.3
2011-10-01,United States,93.53108
2012-01-01,Australia,92.09025
2012-01-01,Canada,94.64664
2012-01-01,France,97.13602
2012-01-01,Germany,95.42582
2012-01-01,Japan,97.25215
2012-01-01,New Zealand,96.06629
2012-01-01,South Korea,94.2702
2012-01-01,Sweden,99.77939
2012-01-01,United Kingdom,94.4
2012-01-01,United States,94.01157
2012-04-01,Australia,92.54213
2012-04-01,Canada,95.31998
2012-04-01,France,98.02185
2012-04-01,Germany,95.74966
2012-04-01,Japan,97.52472
2012-04-01,New Zealand,96.24702
2012-04-01,South Korea,94.3975
2012-04-01,Sweden,100.5557
2012-04-01,United Kingdom,95.2
2012-04-01,United States,94.69167
2012-07-01,Australia,93.39642
2012-07-01,Canada,94.9966
2012-07-01,France,97.9806
2012-07-01,Germany,96.2793
2012-07-01,Japan,97.1896
2012-07-01,New Zealand,96.38431
2012-07-01,South Korea,94.70007
2012-07-01,Sweden,100.2117
2012-07-01,United Kingdom,95.5
2012-07-01,United States,94.9783
2012-10-01,Australia,93.58985
2012-10-01,Canada,95.39019
2012-10-01,France,98.10143
2012-10-01,Germany,96.61896
2012-10-01,Japan,96.96321
2012-10-01,New Zealand,96.63807
2012-10-01,South Korea,95.00263
2012-10-01,Sweden,100.4049
2012-10-01,United Kingdom,96.4
2012-10-01,United States,95.3499
2013-01-01,Australia,94.0942
2013-01-01,Canada,95.5432
2013-01-01,France,97.99454
2013-01-01,Germany,96.53978
2013-01-01,Japan,96.52432
2013-01-01,New Zealand,96.925
2013-01-01,South Korea,95.64761
2013-01-01,Sweden,99.64981
2013-01-01,United Kingdom,96.4
2013-01-01,United States,95.83437
2013-04-01,Australia,94.69039
2013-04-01,Canada,95.90884
2013-04-01,France,98.69355
2013-04-01,Germany,96.82894
2013-04-01,Japan,97.18926
2013-04-01,New Zealand,97.18984
2013-04-01,South Korea,95.83522
2013-04-01,Sweden,100.0508
2013-04-01,United Kingdom,97.1
2013-04-01,United States,96.28007
2013-07-01,Australia,95.52701
2013-07-01,Canada,95.87669
2013-07-01,France,98.83022
2013-07-01,Germany,97.56997
2013-07-01,Japan,97.27551
2013-07-01,New Zealand,97.54508
2013-07-01,South Korea,96.07748
2013-07-01,Sweden,99.91455
2013-07-01,United Kingdom,97.3
2013-07-01,United States,96.62293
2013-10-01,Australia,96.22695
2013-10-01,Canada,96.1757
2013-10-01,France,98.90782
2013-10-01,Germany,97.84114
2013-10-01,Japan,97.52744
2013-10-01,New Zealand,98.3316
2013-10-01,South Korea,96.54967
2013-10-01,Sweden,100.387
2013-10-01,United Kingdom,98.0
2013-10-01,United States,96.97666
2014-01-01,Australia,96.61742
2014-01-01,Canada,96.56837
2014-01-01,France,99.03912
2014-01-01,Germany,97.94359
2014-01-01,Japan,97.30173
2014-01-01,New Zealand,98.64558
2014-01-01,South Korea,97.11848
2014-01-01,Sweden,99.51242
2014-01-01,United Kingdom,97.9
2014-01-01,United States,97.37522
2014-04-01,Australia,97.28919
2014-04-01,Canada,97.17833
2014-04-01,France,99.71256
2014-04-01,Germany,98.18139
2014-04-01,Japan,99.50571
2014-04-01,New Zealand,98.57547
2014-04-01,South Korea,97.5822
2014-04-01,Sweden,100.2039
2014-04-01,United Kingdom,98.8
2014-04-01,United States,98.10826
2014-07-01,Australia,97.92242
2014-07-01,Canada,97.5471
2014-07-01,France,99.73571
2014-07-01,Germany,98.79536
2014-07-01,Japan,99.64862
2014-07-01,New Zealand,98.97198
2014-07-01,South Korea,97.87878
2014-07-01,Sweden,99.85981
2014-07-01,United Kingdom,99.0
2014-07-01,United States,98.3622
2014-10-01,Australia,98.55798
2014-10-01,Canada,98.20373
2014-10-01,France,99.58746
2014-10-01,Germany,98.94656
2014-10-01,Japan,99.72526
2014-10-01,New Zealand,99.42808
2014-10-01,South Korea,97.9486
2014-10-01,Sweden,100.3279
2014-10-01,United Kingdom,99.4
2014-10-01,United States,98.69463
2015-01-01,Australia,99.35311
2015-01-01,Canada,99.16448
2015-01-01,France,99.33698
2015-01-01,Germany,98.93152
2015-01-01,Japan,99.39574
2015-01-01,New Zealand,99.78653
2015-01-01,South Korea,99.44979
2015-01-01,Sweden,99.66769
2015-01-01,United Kingdom,99.2
2015-01-01,United States,99.12012
2015-04-01,Australia,99.55983
2015-04-01,Canada,99.99989
2015-04-01,France,100.2388
2015-04-01,Germany,100.0213
2015-04-01,Japan,100.0215
2015-04-01,New Zealand,99.79421
2015-04-01,South Korea,99.76999
2015-04-01,Sweden,99.90561
2015-04-01,United Kingdom,99.8
2015-04-01,United States,99.91843
2015-07-01,Australia,100.1345
2015-07-01,Canada,100.3124
2015-07-01,France,100.2627
2015-07-01,Germany,100.712
2015-07-01,Japan,100.1804
2015-07-01,New Zealand,99.99786
2015-07-01,South Korea,100.3268
2015-07-01,Sweden,100.0195
2015-07-01,United Kingdom,100.2
2015-07-01,United States,100.2357
2015-10-01,Australia,100.9525
2015-10-01,Canada,100.5232
2015-10-01,France,100.1615
2015-10-01,Germany,100.3352
2015-10-01,Japan,100.4024
2015-10-01,New Zealand,100.4214
2015-10-01,South Korea,100.4534
2015-10-01,Sweden,100.4072
2015-10-01,United Kingdom,100.7
2015-10-01,United States,100.7258
2016-01-01,Australia,101.2308
2016-01-01,Canada,101.015
2016-01-01,France,99.8588
2016-01-01,Germany,100.1818
2016-01-01,Japan,99.97736
2016-01-01,New Zealand,100.9543
2016-01-01,South Korea,101.2934
2016-01-01,Sweden,100.3133
2016-01-01,United Kingdom,100.7
2016-01-01,United States,101.3739
2016-04-01,Australia,101.5378
2016-04-01,Canada,102.0222
2016-04-01,France,100.6405
2016-04-01,Germany,101.1439
2016-04-01,Japan,100.5601
2016-04-01,New Zealand,100.9571
2016-04-01,South Korea,101.8068
2016-04-01,Sweden,100.8919
2016-04-01,United Kingdom,101.4
2016-04-01,United States,102.1576
2016-07-01,Australia,102.0501
2016-07-01,Canada,102.2983
2016-07-01,France,100.6298
2016-07-01,Germany,101.9364
2016-07-01,Japan,100.3746
2016-07-01,New Zealand,101.4178
2016-07-01,South Korea,102.2233
2016-07-01,Sweden,101.0103
2016-07-01,United Kingdom,101.8
2016-07-01,United States,102.5098
2016-10-01,Australia,102.4309
2016-10-01,Canada,102.3591
2016-10-01,France,100.5343
2016-10-01,Germany,101.5492
2016-10-01,Japan,100.526
2016-10-01,New Zealand,102.0566
2016-10-01,South Korea,102.1768
2016-10-01,Sweden,101.3734
2016-10-01,United Kingdom,102.5
2016-10-01,United States,102.9029
2017-01-01,Australia,102.7194
2017-01-01,Canada,102.9689
2017-01-01,France,100.2012
2017-01-01,Germany,101.1579
2017-01-01,Japan,99.93976
2017-01-01,New Zealand,102.5164
2017-01-01,South Korea,103.0464
2017-01-01,Sweden,101.0997
2017-01-01,United Kingdom,102.6
2017-01-01,United States,103.5837
2017-04-01,Australia,103.1323
2017-04-01,Canada,103.5167
2017-04-01,France,101.1233
2017-04-01,Germany,102.4499
2017-04-01,Japan,100.3255
2017-04-01,New Zealand,102.4149
2017-04-01,South Korea,103.3634
2017-04-01,Sweden,102.41
2017-04-01,United Kingdom,103.8
2017-04-01,United States,104.004
2017-07-01,Australia,103.8743
2017-07-01,Canada,103.7314
2017-07-01,France,101.2082
2017-07-01,Germany,103.3735
2017-07-01,Japan,100.2776
2017-07-01,New Zealand,102.9462
2017-07-01,South Korea,103.703
2017-07-01,Sweden,102.7853
2017-07-01,United Kingdom,104.4
2017-07-01,United States,104.2795
2017-10-01,Australia,104.058
2017-10-01,Canada,104.0672
2017-10-01,France,101.2249
2017-10-01,Germany,102.7456
2017-10-01,Japan,100.5028
2017-10-01,New Zealand,103.1483
2017-10-01,South Korea,103.6466
2017-10-01,Sweden,102.8344
2017-10-01,United Kingdom,104.9
2017-10-01,United States,104.7541
2018-01-01,Australia,104.3905
2018-01-01,Canada,104.9457
2018-01-01,France,101.2115
2018-01-01,Germany,102.5386
2018-01-01,Japan,100.1543
2018-01-01,New Zealand,103.466
2018-01-01,South Korea,104.2432
2018-01-01,Sweden,102.3709
2018-01-01,United Kingdom,104.9
2018-01-01,United States,105.6219
2018-04-01,Australia,104.7721
2018-04-01,Canada,105.5174
2018-04-01,France,102.2991
2018-04-01,Germany,103.7517
2018-04-01,Japan,100.4436
2018-04-01,New Zealand,103.5104
2018-04-01,South Korea,104.7666
2018-04-01,Sweden,103.441
2018-04-01,United Kingdom,105.8
2018-04-01,United States,106.3323
2018-07-01,Australia,105.1651
2018-07-01,Canada,106.1114
2018-07-01,France,102.3606
2018-07-01,Germany,104.6055
2018-07-01,Japan,100.4115
2018-07-01,New Zealand,104.1638
2018-07-01,South Korea,104.793
2018-07-01,Sweden,103.7426
2018-07-01,United Kingdom,106.3
2018-07-01,United States,106.6431
2018-10-01,Australia,105.7926
2018-10-01,Canada,106.3433
2018-10-01,France,102.1469
2018-10-01,Germany,104.1361
2018-10-01,Japan,100.7029
2018-10-01,New Zealand,104.7317
2018-10-01,South Korea,104.7867
2018-10-01,Sweden,104.0453
2018-10-01,United Kingdom,106.8
2018-10-01,United States,107.0673
2019-01-01,Australia,105.9247
2019-01-01,Canada,106.9783
2019-01-01,France,101.9189
2019-01-01,Germany,103.753
2019-01-01,Japan,100.4951
2019-01-01,New Zealand,105.0421
2019-01-01,South Korea,105.25
2019-01-01,Sweden,103.5795
2019-01-01,United Kingdom,106.8
2019-01-01,United States,107.8882
2019-04-01,Australia,106.4549
2019-04-01,Canada,107.9004
2019-04-01,France,102.9597
2019-04-01,Germany,105.359
2019-04-01,Japan,100.8166
2019-04-01,New Zealand,105.3604
2019-04-01,South Korea,105.4532
2019-04-01,Sweden,105.2104
2019-04-01,United Kingdom,107.6
2019-04-01,United States,108.5941
2019-07-01,Australia,107.1806
2019-07-01,Canada,108.462
2019-07-01,France,103.1221
2019-07-01,Germany,106.2101
2019-07-01,Japan,100.8123
2019-07-01,New Zealand,106.0908
2019-07-01,South Korea,105.5597
2019-07-01,Sweden,105.3109
2019-07-01,United Kingdom,108.0
2019-07-01,United States,109.1815
2019-10-01,Australia,107.715
2019-10-01,Canada,108.4141
2019-10-01,France,103.2191
2019-10-01,Germany,105.8421
2019-10-01,Japan,101.3396
2019-10-01,New Zealand,106.8646
2019-10-01,South Korea,105.4098
2019-10-01,Sweden,105.7834
2019-10-01,United Kingdom,108.5
2019-10-01,United States,109.5957
2020-01-01,Australia,108.0104
2020-01-01,Canada,108.9477
2020-01-01,France,103.0929
2020-01-01,Germany,105.1814
2020-01-01,Japan,101.1399
2020-01-01,New Zealand,107.5812
2020-01-01,South Korea,105.6725
2020-01-01,Sweden,105.1545
2020-01-01,United Kingdom,108.5
2020-01-01,United States,110.3714
2020-04-01,Australia,106.3672
2020-04-01,Canada,109.0625
2020-04-01,France,103.7216
2020-04-01,Germany,105.9829
2020-04-01,Japan,101.0454
2020-04-01,New Zealand,107.6002
2020-04-01,South Korea,105.7007
2020-04-01,Sweden,106.0481
2020-04-01,United Kingdom,109.1
2020-04-01,United States,110.1517
2020-07-01,Australia,108.1639
2020-07-01,Canada,109.1738
2020-07-01,France,104.2195
2020-07-01,Germany,105.5261
2020-07-01,Japan,100.8064
2020-07-01,New Zealand,108.1444
2020-07-01,South Korea,106.0357
2020-07-01,Sweden,106.6915
2020-07-01,United Kingdom,109.5
2020-07-01,United States,111.1577
2020-10-01,Australia,109.6069
2020-10-01,Canada,109.6958
2020-10-01,France,103.8257
2020-10-01,Germany,105.6837
2020-10-01,Japan,100.8606
2020-10-01,New Zealand,109.4462
2020-10-01,South Korea,105.7642
2020-10-01,Sweden,106.9875
2020-10-01,United Kingdom,110.0
2020-10-01,United States,111.548
2021-01-01,Australia,109.9773
2021-01-01,Canada,110.1965
2021-01-01,France,104.0102
2021-01-01,Germany,106.7377
2021-01-01,Japan,101.1936
2021-01-01,New Zealand,109.9661
2021-01-01,South Korea,106.5259
2021-01-01,Sweden,106.6737
2021-01-01,United Kingdom,110.0
2021-01-01,United States,112.1343
2021-04-01,Australia,110.3647
2021-04-01,Canada,111.371
2021-04-01,France,104.6189
2021-04-01,Germany,107.6769
2021-04-01,Japan,100.0012
2021-04-01,New Zealand,111.0429
2021-04-01,South Korea,106.9455
2021-04-01,Sweden,107.4399
2021-04-01,United Kingdom,111.2
2021-04-01,United States,114.1823
2021-07-01,Australia,111.0623
2021-07-01,Canada,112.5215
2021-07-01,France,104.9707
2021-07-01,Germany,108.6343
2021-07-01,New Zealand,113.015
2021-07-01,South Korea,107.4604
2021-07-01,Sweden,107.6522
2021-07-01,United Kingdom,112.3
2021-07-01,United States,115.67
2021-10-01,Australia,112.4478
2021-10-01,Canada,113.2638
2021-10-01,France,105.2271
2021-10-01,Germany,109.1862
2021-10-01,New Zealand,114.8112
2021-10-01,South Korea,108.0493
2021-10-01,Sweden,108.6296
2021-10-01,United Kingdom,113.9
2021-10-01,United States,117.1038
2022-01-01,Australia,114.152
2022-01-01,Canada,114.8183
2022-01-01,France,105.8456
2022-01-01,Germany,109.8112
2022-01-01,New Zealand,115.8
2022-01-01,South Korea,109.474
2022-01-01,Sweden,109.8561
2022-01-01,United Kingdom,115.0
2022-01-01,United States,119.2357
2022-04-01,Australia,116.0582
2022-04-01,Canada,117.0929
2022-04-01,France,107.4579
2022-04-01,Germany,111.6855
2022-04-01,New Zealand,117.3251
2022-04-01,South Korea,110.6271
2022-04-01,Sweden,112.5861
2022-04-01,United Kingdom,117.1
2022-04-01,United States,121.2837
2022-07-01,Australia,118.0559
2022-07-01,Canada,118.6851
2022-07-01,France,108.4544
2022-07-01,Germany,113.0298
2022-07-01,New Zealand,120.0709
2022-07-01,South Korea,111.8085
2022-07-01,Sweden,114.8101
2022-07-01,United Kingdom,118.7
2022-07-01,United States,123.205
2022-10-01,Australia,120.3108
2022-10-01,Canada,119.4912
2022-10-01,France,108.7093
2022-10-01,Germany,114.6858
2022-10-01,New Zealand,122.5382
2022-10-01,South Korea,112.5278
2022-10-01,Sweden,118.1723
2022-10-01,United Kingdom,120.5
2022-10-01,United States,124.4084
2023-01-01,Australia,121.7035
2023-01-01,Canada,120.4423
2023-01-01,France,109.5565
2023-01-01,Germany,116.1337
2023-01-01,New Zealand,123.6185
2023-01-01,South Korea,113.7974
2023-01-01,Sweden,121.1347
2023-01-01,United Kingdom,121.4
2023-01-01,United States,125.8884
2023-04-01,Australia,122.8214
2023-04-01,Canada,122.0874
2023-04-01,France,111.4784
2023-04-01,Germany,117.83
2023-04-01,New Zealand,124.892
2023-04-01,South Korea,114.6931
2023-04-01,Sweden,124.8264
2023-04-01,United Kingdom,124.6
2023-04-01,United States,127.5286
2023-07-01,Australia,124.0787
2023-07-01,Canada,123.0841
2023-07-01,France,112.0752
2023-07-01,Germany,118.844
2023-07-01,New Zealand,126.4892
2023-07-01,South Korea,115.3455
2023-07-01,Sweden,126.9991
2023-07-01,United Kingdom,125.8
2023-07-01,United States,128.5056
2023-10-01,Australia,124.9122
2023-10-01,Canada,123.869
2023-10-01,France,111.8619
2023-10-01,Germany,119.0612
2023-10-01,New Zealand,127.6001
2023-10-01,South Korea,115.8074
2023-10-01,Sweden,128.1183
2023-10-01,United Kingdom,126.9
2023-10-01,United States,129.4005
2024-01-01,Australia,126.3355
2024-01-01,Canada,124.158
2024-01-01,France,112.4015
2024-01-01,Germany,119.7429
2024-01-01,New Zealand,128.7892
2024-01-01,South Korea,116.6432
2024-01-01,Sweden,129.2878
2024-01-01,United Kingdom,127.3
2024-01-01,United States,130.8294
2024-04-01,Australia,127.4861
2024-04-01,Canada,125.5529
2024-04-01,France,113.856
2024-04-01,Germany,121.1241
2024-04-01,New Zealand,129.3002
2024-04-01,South Korea,117.2603
2024-04-01,Sweden,130.7791
2024-04-01,United Kingdom,129.9
2024-04-01,United States,132.0232
2024-07-01,Australia,128.7212
2024-07-01,Canada,126.2076
2024-07-01,France,114.2727
2024-07-01,Germany,121.8971
2024-07-01,New Zealand,130.4949
2024-07-01,South Korea,117.7293
2024-07-01,Sweden,130.8651
2024-07-01,United Kingdom,131.1
2024-07-01,United States,132.8163
2024-10-01,Australia,129.518
2024-10-01,Canada,126.4936
2024-10-01,France,113.7042
2024-10-01,Germany,122.4078
2024-10-01,New Zealand,131.7642
2024-10-01,South Korea,117.9303
2024-10-01,Sweden,130.5222
2024-10-01,United Kingdom,132.3
2024-10-01,United States,133.8731
2025-01-01,Germany,122.8562
2025-01-01,South Korea,118.8225
2025-01-01,Sweden,130.2619
2025-01-01,United States,135.2336
